abv,beer_id,brewer_id,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,profile_name,review_taste,text,time
5.1,33200,96,Roxy Rolles,American Amber / Red Ale,4.0,3.5,4.0,4.0,Mistofminn,4.0," Had this at my girlfriends parents house with the family over.		Poured into a pint glass, this one is red amber in color with a light tan head with decent retention. Leaves nice strings of lacing.		The nose is much more hop powerful than I expected. Piney and earthy hops dominate the nose, yet there is still an almost undetectable malt backbone.		The malt backbone is a little more assertive in the taste, but the hops still dominate. Earthy and piney hops balance nicely with a caramel malt backbone.		Mouthfeel is light to medium with a slightly overcarbonated bite, but nothing too excessive. Drinkability is decent, a nice session beer.		Overall, a solid offering from Magic Hat. Nothing spectacular, but definitely makes me wonder about their other brews.",2009-10-05 22:49:09
5.4,48928,6045,American Brown Ale,American Brown Ale,4.0,4.0,4.5,4.0,beerthulhu,4.5," A: In the light appeared a deep mahogany, while in the glass was a dark chocolate coloring with a frothy, compact 1 finger light beige head that was well lasting while leaving a clingy spotty sheet coating down the glass walls. A good visual representation color and lacing wise while the head maintained nicely adding to the appeal. 		S: The nose was strong with sweet burnt malty tones and hints of dried pine and citrus. A bit unusal per style but was very pleasant none the less. 		T: The flavor opens up with a nice fresh roasty flavor that was deep with a dryness of pine and a burnt chocolate sweetness. A nice toasted nuttiness and lingering roasted malting hangs around for a bit with hints of earthy dried citrus tones. The beer finishes up dry, with hints of earthy peat moss, fresh charred wood and a lingering roasted malting well suited per style at medium strength that will keep you warm and cozy on a chilly autumn day. Flavor-wise iron hill seemed to up the ante a bit here exceeding expectations. 		M: spot on, with a smooth texture providing for a good hold and feel here. A good bitterness coats the tongue upon the swallow. 		D: Good drinkability and likewise enjoyment. A hearty brown that drinks like a porter with an earthy and roasty flavor that comes with a high recommend. Growler worthy by all means and my first A beer rating by iron hill that is rightfully so. At 5.4% abv just the right amount of abv to make this an American session.",2009-10-05 22:49:26
5.5,22357,141,Smuttynose Summer Weizen,American Pale Wheat Ale,3.5,4.0,4.0,4.0,edchicma,4.0," Pours a crystal lemon with a quickly dissipating head, slight lacing.	Smell is deep flowery, malty..inviting. Taste follows the nose..sweet, malty, flowery with a hint of bitterness on the finish. Mouthfeel is full-bodied and smooth..almost syrupy, but nice. Drinkability follows suit..craemy, rich very nice on the palate.",2009-10-05 22:50:23
7.9,387,124,Salvator Doppel Bock,Doppelbock,5.0,3.5,5.0,4.5,Marcrates,4.5," A - This is a beautiful looking beer. A very deep red, with a creamy thick head.		S - The smell is prob the weakest part of the beer (IMHO). There really isn't much smell to it, but if you really concentrate, it sort of has a ""sour apple jolly rancher"" smell. Odd, I know, but that's what I'm smelling.		T - What it lacks in smell it most certainly makes up in flavor. It hits you with a rich malt taste... very smooth and refreshing, and tapers off with just a hint of hops. You can definitely catch a hint of the 7.9% alcohol, but it isn't at all overwhelming, and is amazingly drinkable for this high of a content.		M - Very ""icy"" feeling. Quite refreshing for such a strong beer. The flavor sits well, and feels great.		D - Almost too drinkable for 7.9%! Be careful with this one.. it's sort of a sleeper. I could see myself losing track of how many I had quite easily.		Overall I am very impressed. This is a completely drinkable, yet flavorful brew.",2009-10-05 22:51:30
8.5,40310,4261,Noël Des Géants,Herbed / Spiced Beer,3.5,4.0,4.0,3.5,jdhilt,4.0," Pours a five finger, pale tan head that fades very slowly to a thin layer leaving a some lace. Cloudy brown/amber color. Light carbonation and medium bodied. Woody/raisiny nose. Flavor is almost sweet, woody, spicy and herbal. $3.95 for a 330ml bottle from Colonial Spirits Acton, Ma.",2009-10-05 22:52:49
8.5,36527,4,Allagash Hugh Malone,Belgian IPA,4.5,4.5,4.0,4.0,ShogoKawada,4.5," A two-tier review. I made my notes while enjoying my first snifter, I will incorporate those into the live review while I have my second glass. From a 750ml, priced nice @ &lt;$9... at Gasbarros, of all places. WTF? Gasbarros is notorious for price gouging, and yet I get this well under the $15-$19 paid by most. Hmm.		A- A fantastic head on this one. Instant lacing, this is like big, billowy clouds settled on my beer. Coloration is a toffee-orangey brown, and the head is lasting for days. Looks as light as air. 		S- If they were going for a Belgian IPA, they hit the nail on the head. Floral hops are most noticeable but don't have a hint of pine, bitterness, grapefruit, or anything 'abrasive'. There's a definite saison quality here, very aromatic yeast. Mild funk, very mild, actually. There's also a faint meaty nuttiness, like almond paste is the best way I can describe it. Finishes with a twang of tartness. Complex, to say the least. 		T- Hmm. Hops are stronger than the nose would have you believe. They are the set up, though, not the main event. The hops step aside for the spicy yeast qualities that have me really digging this beer. A lot of reviews call this beer one-note... either the age has done wonders or I have a blessed tongue. 		I taste orange zest, honeydew melon, watermelon bubblegum, a mild metallic/copper note, peppercorn, horse-blanket funk.. mmmm! 		This is more aggressive than Houblon Chouffe Dobbelen IPA Tripel, and the two are neck-and-neck in my book. Houblon Chouffe has a stronger hop presence, while Hugh Malone is a bit more nuanced in its presentation, with a much stronger yeast quality. Almost too spicy... but it's not, it's awesome. This is one of my instant favorites (take into consideration that I've only had a handful of Belgian IPAs). Not as funky as WildDevil... but more varied on the tongue. Very tasty.		M- Perfect. Enough hops/peppery yeast to compliment the near-perfect body. A bit heavier than your average IPA, the Belgian-esque yeast does wonders at keeping this beer afloat.		D- High. Going back to clear out the stock. I found this beer to be more complex than what most reviews allude to. I also noticed the number one complaint about this beer was the price point, as some paid $15-$20 for this one. At $8.79, I feel like I hit paydirt... this beer is amazing for the price. I looove this beer.",2009-10-05 22:54:17
5.2,637,203,Old Speckled Hen,English Pale Ale,3.5,2.5,3.5,3.5,mdwalsh,3.5," A: Pours a weak head. Even with an aggressive straight down pour I was able to pour the entire bottle into a pint glass. The beer is deep golden, almost amber, with a good amount of of active carbonation. The head is light tan/sandy and shrinking fast, with lots of big bubbles.		S: Whew. I don't know if this is skunked, though it shouldn't be as it's well out of direct light, or if I just don't like the English Hops. Some deeper olfactory investigation tells me it's more so the hops. It's like a herb cabinet full of stuff I don't like. There's no malt in the nose either.		T: The taste is maltier, I can stand it, but there's still a lot of hops, which I'm finding almost soapy. But the malt is nice, a bit caramelly. Apparently ""caramelly"" isn't a word. I'm still thinking a little skunked. I may re-review this soon. 		M: Slick. Leaves the mouth feeling wet.		D: Would be better without the soapyness.",2009-10-05 22:55:10
4.0,53136,6045,English Session Ale,English Bitter,4.0,3.5,4.0,3.5,beerthulhu,3.5," 4.0% abv. 		A: Poured into a pint with a rolling murky brass turbidity that started from the bottom and slowly made its way to the top. The coloring was coppery-orange with a thin 1 finger creamy-whipped milk head that was well lasting and milky white in coloring. The head maintained throughout the course of the drink while leaving a sliding sheet lacing behind. Per style the nitro provided a soft carbonation presence. 		S: The nose was fresh creamy malt with a touch of fresh orange peels. A slight spiciness also chimes in as well. 		T: The flavor had a beautifully smooth and creamy malting with soft sweet caramelized grains that was slightly dry. There is a bit of faint lemon hopping while the beer finishes with a light flowery hop bitterness, a bit stronger then usual. Overall as far as English sessions go this one ups the ante hop wise, or at least tasted so, offering a bit more hop and malt wise then your typical English counterpart adding to its appreciation. 		M: light bodied with a smooth creaminess and of course very little carbonation to get in the way providing a silky smooth texture well suited per style. 		D: Decent drinkability, well hopped per style gives this a slight bump creditability wise. As far as English sessions go this was one of the more enjoyable ones I consumed.",2009-10-05 22:55:10
5.5,7799,1628,Southampton Pumpkin Ale,Pumpkin Ale,3.0,2.5,3.0,4.0,Mistofminn,3.0," Thanks to JoeyBeerBelly for this extra, Thanks Joe!		Poured into my Surly tulip. Pours a crystal clear amber red color, with ruby hints when held into artificial light.		There is something very strange in the nose...I can't quite put my finger on it. It almost smells like chapstick, or a slightly melted plastic or something...very unpleasant. I get light pumpkin and spices, but it's totally covered up by this off smell. I can only hope the taste is better.		The taste is a little better, but not by much. The chapstick taste is still there, but not as straight forward. I get pumpkin and spices, and a solid malt backbone. This would be pretty tasty if not for that strange taste/smell.		Mouthfeel is light, and slightly overcarbonated, however that actually makes this better, distracting from the strange taste. Drinkability would be much better if not, agian, for that off taste.		Overall, not a great first experience with Southampton. This could be infected, or I could be interpreting this very wrong, but it just didn't do it for me. Still, I'm glad I got the chance to try it, Thanks Joe!",2009-10-05 22:55:15
4.1,9166,6045,Raspberry Wheat,Fruit / Vegetable Beer,3.0,3.5,3.5,3.5,beerthulhu,4.0," A: Poured a crystal golen-orange with a thin, skimp covering for a head that was dull while and almost immediately dissipated. The visible effervesce was faint with only 1 visible stream of micro bubbles lazily rising to the surface. Other then that there was not much else to go on here. 		S: The nose was fresh and fruity with tart raspberries. Overall well suited per style and delivering as promised with hints of sugary sweetness that was detected several feet from the glass. 		T: The flavor was tart and fruity with a modest helping of fresh raspberries that was well mannered and not overly sweet or bearing. Honestly wasn't expecting much from this drink but was pleasantly surprised how honest the flavor was and how well balanced it was as well. Hints of sugary sweetness does come through but is well balanced by the tart fresh berries that gives this a good balance. 		M: medium full, slick and smooth with very little carbonation. A dry tart fruitiness laces the tongue sending the beer down with moderately good results. 		D: Drinkability is good, even if your not a fan of fruit/herb beers. This is not, I repeat not a girlie drink, but a very enjoyable and well balanced fruit beer, and the nature of the drink should not stop you from sampling a glass. Would make for a good summer quencher and was pleasantly surprised by the flavor. At 4.1%abv I could drink 2 or 3 of these without being overwhelmed.",2009-10-05 22:57:38
5.1,299,96,#9,Fruit / Vegetable Beer,4.0,4.0,3.5,3.0,wheatyweiss,3.0," Poured from a bomber into a SA perfect. Label is notched November of 2009.		Pours a medium straw/honey color with a frothy two finger head with decent retention. Clarity is good.		Aroma is huskey grain on the front. Middle brings sweet honey and floral noble hop aroma. Clover and bready malt on the finish. Aroma brings apricot and peach.		Flavor is apricot on the front. Sligtly citrus, but it has that dull orange flavor I associate with apricots. Slight hop flavor is there, nobles that taste floral, but weak. Finishes dry and earthy, fibrous.		Mouthfeel is a bit thin and watery, carbonation is a bit harsh and much, but adequate.		I didn't even look into the site for the make-up of this beer before I tried it and I'm certain it has apricot or peach in the bill. Interesting and possibly a good quencher, but not something I would go out of my way for.",2009-10-05 23:00:35
8.5,5426,2085,Dragonmead Final Absolution Trippel,Tripel,3.5,4.0,4.0,3.5,brentk56,4.0," Appearance: Pours a very cloudy chestnut color with a rocky head that fades a bit quickly but leaves some nice lacing behind		Smell: Spice cake phenols, apples, unripe banana and a hint of toffee		Taste: Opens with a yeasty spice cake flavor that adds some fruit (apples and pears), grassy hops, vague bubblegum, white pepper, vanilla and alcohol by mid-palate; after the swallow, the grassy hops and alcohol move forward for a flash, but the sweeter flavors come right behind and linger into the finish		Mouthfeel: Medium to full body with moderate carbonation; a little warmth in the gullet		Drinkability: Quite a different take from many Belgian versions of the style, this is still a very nice beer with its own character; unlike some American tripels that are too one-dimensional with tons of alcohol, this one has some subtlety and complexity; this one has aged about a year and clearly benefited from that time in the bottle",2009-10-05 23:02:42
4.5,2970,91,Taj Mahal Premium Lager,American Adjunct Lager,3.0,2.5,2.5,2.5,wertperch,2.5," I had one of these at a local curry house. Poured into a pilsner glass, it had a skinny off-white head which didn't hang around very long. The colour is pale straw, fairly bubbly, and if you like that sort of thing, I suppose it looks quite good.		What little nose there is doesn't bode well. A hint of grain and very little hop, faintly musty. It drinks like any other lager, with a fairly thin dry body, a light maltiness and the faintest tang of hop and grassiness. I did find it a little sour rather than sweet, which detracted from the overall enjoyment for me.		It's quite effervescent, not at all sweet, and sadly devoid of character. It's a simple and fairly refreshing brew, simple and unassumingly refreshing, as I would expect from the style.		I'm afraid I have little to say about this, other than it's an American-style adjunct lager that didn't make me retch, and washed down a chicken jalfrezi quite easily.",2009-10-05 23:06:44
8.5,695,222,Duvel,Belgian Strong Pale Ale,4.0,4.5,5.0,4.0,MrDanno96,4.5," A: Pours an opaque, light golden color with about a finger of head and a medium amount of lacing. 		S: Lots of fresh fruit comes to the nose; grains and some hops also. 		T: Lots of carbonation gives way to a very sweet, citrus flavor/oranges. Some hops and slight tartness are apparent, especially in the aftertaste. Where is all the alcohol?		M: Lots of carbonation and a medium body. Leaves the mouth tingling, but in a good way. 		D: This is a very drinkable beer - the carbonation and sweetness balance out quite well. If it weren't for the alcohol content, I would definitely session with this. This is a great Belgian style ale that is also widely available. I've seen it in my local grocery store before.",2009-10-05 23:06:59
6.9,47919,13307,Warrior Single Hop IPA,American IPA,4.0,4.0,4.0,4.0,CHILLINDYLAN,4.0," Hazed golden orange with a deep amber core. Thick bubbly foamy bone-white head. Nice retention and good lacing.		Floral citrus hops. Orange peel, lemon zest. biscuit and caramel. Belgiany yeast.		Hoppy belgian IPA. citrus, floral and herbals notes. Orange/lemon zest. Fruity Belgian yeast. Pleasant bitterness that lingers and doesn't smack your face.		Med+ body, med+ carbonation. acidic. smooth. 		Good single hop IPA in a Belgian style. Interesting hop character. Bit more Belgian influence than i expected. Not sure it's the best medium to showcase the warrior hops, but a good brew. Good, but not sure it's worth the high price tag.",2009-10-05 23:07:37
7.0,1093,287,Two Hearted Ale,American IPA,4.0,3.5,3.0,3.5,tone77,3.0," Poured from a brown 12oz. bottle. Has a cloudy brown color with a 1/2 inch head. Smell is mostly of hops, some yeast. Taste is hoppy and slightly sweet. Feels medium bodied in the mouth and has average drinkability. Overall this is a fairly decent beer.",2009-10-05 23:09:17
6.5,8047,47,Boon Oude Kriek,Lambic - Fruit,4.5,4.0,4.5,4.0,philipquarles,4.5," 375ml bottle. Pours a deep, fairly clear garnet red with a surprisingly full, creamy-looking pink head. Lacing is non-existent. Smells sharply lactic and tannic; plenty of oak. The cherries don't really come through until it warms, and then only faintly at the end. Light brett notes. Tastes quite sour, again with a lot of lactic acid. Woody and earthy. The cherries are more noticeable here. Bone-dry finish. Medium body with prickly carbonation. A surprisingly nice 'oude' lambic from Boon.",2009-10-05 23:10:14
5.0,1120,139,Shipyard Export Ale,American Blonde Ale,3.5,2.5,2.5,3.5,TexIndy,2.5," Poured from a 12oz bottle into a pint glass. Side of front label had notches for 'best enjoyed before' 10/09. It was a clear honey color with good carb streams and quick sliding lace. It had an average sized fizzy white head that settled into a collar and some foam.		The aroma was butterscotch, fruit and grains. Was weak and lacking in hop presence. Not one of the better smelling APA's out there. The taste was a little worse. Very grainy with heavy dose of diacetyl. Needs some hops to counter the sweet. Guess just not buying these as an APA - seems to be in wrong category. Just not very appetizing but not a drain pour either. 		Overall, a mess and not very good. Put it in a different category and maybe it would jump a little but this fails as an APA for me. Can't recommend. Rotation: avail here but one and done for me.",2009-10-05 23:11:13
8.2,37774,72,Schneider-Brooklyner Hopfen-Weisse,Weizenbock,4.0,3.5,4.5,4.5,champ103,4.5," A: Pours a hazy orange/amber color. A large white head of tightly packed bubbles form, and has good retention. Some light lace is left behind.	S: A huge citrus fruity aroma. Orange, pears, lemon, melon, and some yeast. Which I love. Though there is an odd perfume, and soapy aroma that detracts a bit.	T: Again, a soapy flavor, but it does not detract at all. Lots of fruits that follows the nose. Sweet malt and some spicy flavors. Some grassy and floral hops are noticeable. This is really good.	M/D: A full body that is low on the carbonation. Very creamy and smooth. Easy to drink. The alcohol is not noticeable at all, and I am enjoying every last drop.		This is great. Something I really enjoy, and would highly recommended.",2009-10-05 23:12:20
10.3,47317,35,Samuel Adams Imperial White,Witbier,4.0,3.5,3.0,2.5,bnes09,3.5," I'll give Sam Adams a hand for brewering something pretty unique but overall, this one doesn't have that much to brag about. Its appearance is good, a deep hazy orange with a white head. The smell is similar to that of weaker witbiers with a little added alcohol spice. This one has your typical orange and coriander flavors come through but I can also taste a hint of caramel as well as a warming sensation from the alcohol. Mouthfeel is very thick, syrupy and intensely sweet, way too sweet for my taste. 		I absolutely loved double bock by Sam Adams when I tried it but this just isn't the type of beer that transforms well into an imperial style, IMO. Its not that bad, just something I wont buy again. I am the kind of person who sees a unique kind of beer and must try it simply out of curiosity so if you are like me, by all means give it a shot. However, if I am in the mood for a witbier, I will go with the lighter versions which are more smooth and crisp instead of this thick syrupy version.",2009-10-05 23:13:25
6.0,50299,1114,Frambozen,American Wild Ale,4.0,4.0,4.0,4.0,largadeer,4.0," 750ml autographed bottle kindly shared by alfrantzell. Thanks, Arne.		Raspberry red pour, clear with a slight haze and a small white cap. Macerated raspberry aroma, both sweet and tart. Lightly woody and vinous. There isn't a lot else to the aroma, no distinct funkiness, but the fruit is nicely expressed. The taste is largely fruity, more tart than outright sour, with a hint of sweetness appearing mid-palate. The finish is faintly tannic and dry and there's a trace of acetic acid. Very light and spritzy. Pleasant stuff, nothing outrageous, but taken as a simple fruit beer it's quite good.",2009-10-05 23:13:32
4.2,754,209,Guinness Draught,Irish Dry Stout,4.5,3.0,3.5,4.0,MrStark,3.0," Poured from a 14.9 oz nitro-can into a nonic pint glass.		Appearance appears to be opaque black, but with light shinning though it is a deep dark red! After pouring there is the nice cascading bubbles that are always a joy to watch which form a creamy tan head that remains throughout. Good amount of lacing.		Smell is basically a slight roasted coffee.		Taste is much of the same, roasted bitter coffee and malts with a slight hop bitterness.		Mouthfeel is creamy yet watery at the same time. Very creamy towards the end when the head mixes in. Not really any carbonation.		Drinkability is pretty decent. I could have a few of these at one time, however I feel there are better examples of this style on the market!",2009-10-05 23:14:11
5.0,2477,718,Wittekerke,Witbier,3.5,3.5,3.5,4.0,tone77,3.5," Poured from a brown 11.2oz. bottle. Has a cloudy brown color with a 1/2 inch head and lots of floating yeast. Smell is a bit sweet with some spices. Taste is of citrus and spice, pretty good. Feels creamy in the mouth and goes down easily. Overall this is a quality beer.",2009-10-05 23:16:24
5.4,221,71,Fuller's London Porter,English Porter,3.5,4.0,4.0,4.0,ludachris,4.0," Pours a coca-cola brown out of the can but ends up almost black with ruby red highlights. One finger of light tan head tops the beer with excellent retention bu minimal lacing.		Smell of cocoa, roasted malts, coffee grain and some sweet brown sugar.		Sweet dark chocolate, roasted malts, brown sugar and a bit of caramel followed by a dry, bitter coffee like finish. Good balance but the emphasis definately seems to be on the finish.		Mouthfeel is rich, smooth and semi-creamy; I think I almost quoted the can. Not too heavy, making this highly quaffable.		Overall, a solid offering from Fuller's. As stated on the can, this is an excellent after-dinner drink. Nothing is too overpowering, making this a pleasant porter to drink.",2009-10-05 23:17:09
9.0,39379,15237,Struise Mikkeller (Elliot Brew),American Double / Imperial IPA,4.0,4.0,4.0,4.0,CHILLINDYLAN,4.0," Slightly hazy golden yellow with deep amber core. Big bubbly offwhite creamy head. Big think droopy laces.		Citrus and pear. Spicy Belgian yeast and esters. Hint of sweet caramel. Spices.		Spicy grapefruit rind and resinous hop flavors. Sturdy sweet candy caramel malt backing. Nice smooth bitterness and lingering aftertaste of grapefruit resin and pine. small alc. bite		Sticky, slightly astringent. med body, med+ carbonation. Smooth.		Good hoppy bitter well-balanced DIPA.",2009-10-05 23:17:25
12.0,6354,669,Malheur 12°,Quadrupel (Quad),4.0,4.0,3.5,4.0,david18,3.5, Dark brown appearance with a great light tan head. A lot of yeast presence in the beer visually with an amazing dark fruit aroma and flavor. This is a beer i won't forget too soon. Dark fruit upfront with a caramel after taste. At this alcohol by volume i need to be careful but I would highly recommend this beer. 		It was brought over by a friend and I have no idea where he got it; perhaps the brooklyn food coop.,2009-10-05 23:22:06
10.0,31323,5318,Hop 15,American Double / Imperial IPA,4.0,4.5,4.0,4.0,JayQue,4.5," Good DIPA! Pours a hazy yellowish amber with a medium off white head and good lacing. Head retention is pretty good for 10% abv.		Smell is floral and piney hops, pronounced and nice. Taste is similar, some floral (simcoe?) hops and a lot of pine hops. A slight hint of alcohol, not pillowy like Blind Hog or Pliny the Younger. This beer has a bit of balance as well, not a real bitter head shrinker..probably a little caramel malt in the balance, but still a hop head's beer.		Mouthfeel is rich and crisp. Not too bitter, but plenty of hoppy goodness. Drinkability is good. I could have enjoyed the whole bomber and probably a bit more.",2009-10-05 23:22:19
10.0,25756,898,Heavy Seas - Below Decks (Barley Wine Style Ale),English Barleywine,3.0,3.5,4.0,3.5,kzoobrew,4.0," 2008 batch		Rich cooper to amber color capped with a small light brown head. Retention is minimal leaving no lacing.		Warm bready malt and caramel aromas. Raisin smells sit just behind. Much of any hop aroma which may have existed is now gone leaving a very malt forward nose.		Flavors is more reminiscent of an old ale but most certainly is an English Barleywine. Malt flavors dominate the flavor profile. Dark fruit much like the nose sit behind a solid malt base. Warm and inviting bready malt flavor. Very slightly boozy but enjoyable.		Mouthfeel is very smooth and creamy. Medium bodies with rather light carbonation.		Extremely drinkable, I have never been the biggest fan of the Heavy Seas line but this one was enjoyable and my favorite thus far. While I have not had this fresh with at least a year on it is drinking well.",2009-10-05 23:23:54
6.8,48243,923,Modus Hoperandi,American IPA,4.0,4.0,4.0,4.5,biggred1,4.5," Copper orange with a solid finger of cream colored foam that leaves sheets of sticky lace on the glass. The nose is pungent, sticky dank and tropical fruity hops with a splash of caramel malt. Fresh floral hops and toast slathered in melted caramel are the main flavors here. The mouthfeel is nice, medium bodied with creamy carbonation that adds to the drinkability. Highly drinkable and delicious, it's a shame this isn't available in Indy as I could see this being part of my regular rotation.",2009-10-05 23:25:56
6.0,39,26,Alpha King Pale Ale,American Pale Ale (APA),4.0,4.5,4.5,4.0,CHILLINDYLAN,4.5," Clear orange copper. Thick chunky tannish head. Beautiful frosty laces.		Very hoppy Pale ale. Citrus, resin, and pine hop notes. Toasty caramel.		Big citrus, grapefruit, orange peel. Toasty caramel bread. Great lingering grapefruitty resinous bitterness.		Sticky, well balanced, med body, smooth		Very drinkable, big citrus hopped pale ale that could easily be considered an IPA.",2009-10-05 23:26:03
4.8,47797,2431,Germania Lager,Euro Pale Lager,3.0,3.5,3.5,3.0,tone77,3.5," Poured from a green 11.2oz. bottle. Has a light golden color with a very small head. Smell is skunky, some grains. Taste is crisp, slightly sweet and just a tad bitter. Feels light in the mouth and has good drinkability. Overall this is a fairly good beer.",2009-10-05 23:26:20
9.4,46858,2681,Ten FIDY (Whiskey Barrel),American Double / Imperial Stout,4.5,4.5,4.5,5.0,Bitterbill,5.0," Another tap filled bottle from my buddy NutBrown. Thanks again, Alan!		The bottle is a swing top 500ml bottle..looks like it could be a Thomas Hooker bottle.		It pours, after a nice pop, a pitch black with a 2 finger head of brown foam. There's lots of sticky lacing hugging the sides of my glass and the foam isn't shrinking very fast at all. It looks great.		Smelling is a very nice experience. Loads of chocolate, both milk and dark, hit my nosebuds along with some bourbon and toffee. It smells like a grown up's milk shake and I can't wait to dive in.		The chocolates are big and there's some coffee as well though I didn't get it in the nose.(I took some more whiffs and though it is mild, it is there) Toffee, well represented, and in the background lies the bourbon. It isn't in my face but I can definitely taste it in the finish and the aftertaste revels in it. Some warming ensues..		The foam does subside to a fine broken layer but the lacing is hanging in there. Smack. Just smacking my mouth again as the bitter and the sweet notes are very close to being perfectly balanced.		This is a full bodied brew...something I ""guessed"" when I poured it and the carbonation is just where it belongs...light. Super smooth and super creamy is what I am getting.		Drinkabilty? I wish I had a stash of this for the coming Winter season; it's *so* easy to drink that it's way scary for however strong this puppy is. Ok, I might get myself in trouble if I did have oodles and oodles of this stuff. Bottom line: This is an amazing RIS. Make no bones about it.",2009-10-05 23:27:47
9.5,1558,26,Dreadnaught IPA,American Double / Imperial IPA,4.0,4.5,4.5,4.5,jlindros,4.5," So today is my 2nd anniversary of being a BA member. And, it's my 100th review spectacular! I've been saving something great for it. I almost cracked my Westy 12, but decided to save it for an even better occasion, and when I can share it with someone. Got this great gem of a beer from either AgentZero or rjacklin in great trades. Poured this bottle of awesomeness into my oversized DFH snifter.		A: It loudly chugs its way out of the bottle into the glass and leaves a light but rich head on non-pour side, and big bubbles on the side I poured on. It slowly fades to look like a frost covered head that makes me want to lick it and have my tongue get stuck to it. It has a radiant golden orange red color that's pretty clear but leaves a very slight haze. Some extra sediment and haze pollutes the bottom of the bottle.		N: Nose is loaded with fresh piny and citrus hops, and I mean loaded. I think my nostrils just ripped apart full of hoppy goodness. I do get that slight musty aroma that I get from many of the extremely hoppy beers. A light sweet malt aroma makes its way piecing through the hops and adds a slight crystal caramel aroma that's pretty nice on its own. Some other noble hop goodness can be smelled, with slight grapefruit and citrus, but get light. The nose is pretty much dominated by the pine.		T: I sure hop the taste is similar... actually it starts pretty malty and sweet, very juicy and lots of caramel. I still get a load of piny hops and citrus. Man the taste is loaded with caramel and sweet caramelized brown sugar. I also get some juicy hops fruity hops in the center, with some tropical fruits and deliciousness. Some bread like qualities top off the maltiness as the hops start to take over again. Some spicey and floral hops also come through on the back end. It's like a golf course, and the front 9 is filled with some sweet caramels, brown sugars, and breaddy malts, and the back 9 kicks you in the balls with pine, citrus, juicy, spicey and floral hops. The piney hops also happen to be your golf cart so they carry you through the entire course. I don't really get much alcohol, very slight, which is great for being 9.5%.		M: Pretty rich and very sticky. It sticks all over my mouth, holding the pine and bitterness to it. Some spicey hops and light carbonation finish off the mouth.		F: Wooo, bitterness slams you on the finish. It dries off slightly but still has a slight sweetness. It's like my dessert IPA. The crazy pine and bitterness really catches up at the end. It almost makes your mouth smack itself... somehow, I didn't really think that one through. Anyways, the ridiculous hop and bitter finish really give you the feel that it dried off more than it did. It sticks around for a bit, then just waves goodbye and that's the end of it. It fades pretty well surprisingly for how bitter it is. I also detect some citrus and slight orange peel at the finish.		Final thoughts: A great IPA. It really is a dessert IPA that dominates your mouth. I really enjoy the malt quality and caramel with caramelized brown sugar. I think that is a quality of the IPA being a little older than it should be, but I'm really enjoying it. The crazy pine and citrus hops really hang around and mingle with the juicy fruity hop goodness. It must have a combination of a bunch of great hops. I probably should drink my other bottle soon, but it's soo good. I'll have to get a very fresh one and see if it changes at all, or if this one changed, or you know what I mean. It hides the alcohol very well too. Perhaps a little too sweet too. I can really enjoy a bunch of these, probably not all in a row, but eventually.		Oh yeah, HOORAY FOR 100!!!",2009-10-05 23:27:59
5.0,10532,711,Charlie Flint's Original Lager,American Pale Lager,4.5,3.0,3.5,3.5,Shadman,3.5," One of the beers that was featured @ Medicine Hat's inagural beerfest.		Wow...talk about a bright looking beer. Clear as a moutain stream in August, brilliant amber gold. Nice bright white head, some big gobs of lacing. 		Has a very grainy aroma, husky with an almost sulphurous note. 		For a craft brew from Canada it is well crafted...Nice balanced malt in from followed by enough bitterness from the hops to keep it crisp and interesting. Maybe a tad sweeter than I like my lagers, but still the flavours are good. Does tend towards an astringent finish well after the last swig.		Gonna be a Devilish advocate and say it could have used just a tad more carbonation to give the balanced flavours a bit more crispness. 		My new favorite craft brewed lager from the Great White North. The slight astringency @ the end keeps it from being on my list of "" I'll have a 3rd pint' beers ;)",2009-10-05 23:29:38
10.0,2566,222,Maredsous 10 - Triple,Tripel,4.5,4.0,4.0,4.0,bashiba,4.0," Poured a nice slightly cloudy golden yellow with a huge and pillowy off white head, very sticky and tons of retention.		The smell is very tropical, with pineapple, mango, and apple all coming through along with a bit of funky yeast.		The flavor follows the nose quite well although adding to the complexity with a bold spicyness complementing the tropical fruit flavors nicely with a touch of sweet bubblegum and crisp tart apple along with just a touch of bitter hops..		The mouthfeel is slightly warm with a bit of a dry finish.		Easy to drink, very nice Tripel.",2009-10-05 23:31:27
5.2,607,192,Fat Tire Amber Ale,American Amber / Red Ale,4.0,3.0,4.0,3.0,curasowa,3.0," Brought back a 12'er of cans from a road trip to the mid-west. Best before date of 19Nov09. Poured a darker, yellow color with a solid 2 fingers of head that faded slowly with chunky lacing. Smells slightly of bittering hops, but mostly dominated by a grassy, almost cabbage-y aroma. The first taste is somewhat underwhelming - pretty thin and flat. Not a lot of flavor from the malt and then a slow, lingering bitter finish. Despite all that, it goes down OK.",2009-10-05 23:32:01
